date,channel,campaign,data_label,impressions,clicks,spend,conversions,orders,revenue,promotion,is_holiday
2024-06-05,Google Ads,Search & Shopping,synthetic,46069,1495,618.77,68,56,3296.24,0,0
2024-06-05,Meta Ads,Prospecting & Retargeting,synthetic,47488,1031,491.92,41,32,2385.40,0,0
2024-06-05,Email,Lifecycle,synthetic,26949,925,55.72,83,69,796.76,1,0
2024-06-05,Organic,Content & SEO,synthetic,28334,1420,13.56,73,55,274.73,0,0
2024-06-06,Google Ads,Search & Shopping,synthetic,41722,1297,586.16,61,54,3287.66,0,0
2024-06-06,Meta Ads,Prospecting & Retargeting,synthetic,71690,1667,559.14,69,56,3471.97,1,0
2024-06-06,Email,Lifecycle,synthetic,20152,692,46.65,51,43,504.21,0,0
2024-06-06,Organic,Content & SEO,synthetic,28480,1455,14.56,74,55,330.24,0,0
2024-06-07,Google Ads,Search & Shopping,synthetic,40951,1279,623.69,62,50,3210.02,0,0
2024-06-07,Meta Ads,Prospecting & Retargeting,synthetic,55065,1234,449.12,49,41,1872.15,0,0
2024-06-07,Email,Lifecycle,synthetic,19563,624,46.58,45,37,438.10,0,0
2024-06-07,Organic,Content & SEO,synthetic,28747,1522,14.46,87,72,337.79,0,0
2024-06-08,Google Ads,Search & Shopping,synthetic,36772,1222,561.11,52,43,2700.79,0,0
2024-06-08,Meta Ads,Prospecting & Retargeting,synthetic,38235,807,469.38,31,26,1476.62,0,0
2024-06-08,Email,Lifecycle,synthetic,23431,866,45.87,62,50,590.60,0,0
2024-06-08,Organic,Content & SEO,synthetic,30165,1578,15.06,87,73,377.40,0,0
2024-06-09,Google Ads,Search & Shopping,synthetic,28859,919,622.26,44,35,2327.20,0,0
2024-06-09,Meta Ads,Prospecting & Retargeting,synthetic,45337,917,432.86,33,26,1435.24,0,0
2024-06-09,Email,Lifecycle,synthetic,27836,947,43.56,66,53,659.27,0,0
2024-06-09,Organic,Content & SEO,synthetic,50178,2829,17.02,176,139,594.40,1,0
2024-06-10,Google Ads,Search & Shopping,synthetic,39632,1353,566.42,61,49,2770.04,0,0
2024-06-10,Meta Ads,Prospecting & Retargeting,synthetic,46418,1022,452.48,35,28,1883.47,0,0
2024-06-10,Email,Lifecycle,synthetic,20675,731,43.08,55,46,389.26,0,0
2024-06-10,Organic,Content & SEO,synthetic,27127,1468,13.43,81,67,252.16,0,0
2024-06-11,Google Ads,Search & Shopping,synthetic,42052,1411,553.22,63,48,2427.65,0,0
2024-06-11,Meta Ads,Prospecting & Retargeting,synthetic,48864,1010,456.33,41,35,1986.99,0,0
2024-06-11,Email,Lifecycle,synthetic,19750,679,41.04,47,37,351.49,0,0
2024-06-11,Organic,Content & SEO,synthetic,23375,1204,16.00,62,50,275.29,0,0
2024-06-12,Google Ads,Search & Shopping,synthetic,41984,1317,590.60,64,49,3186.34,0,0
2024-06-12,Meta Ads,Prospecting & Retargeting,synthetic,52740,1017,463.59,41,34,2106.39,0,0
2024-06-12,Email,Lifecycle,synthetic,22089,762,44.42,58,47,555.57,0,0
2024-06-12,Organic,Content & SEO,synthetic,31950,1724,15.96,89,71,362.31,0,0
2024-06-13,Google Ads,Search & Shopping,synthetic,55182,1835,654.46,108,80,4764.76,1,0
2024-06-13,Meta Ads,Prospecting & Retargeting,synthetic,50282,1002,409.15,37,31,2076.22,0,0
2024-06-13,Email,Lifecycle,synthetic,26368,1029,50.36,101,83,684.43,1,0
2024-06-13,Organic,Content & SEO,synthetic,35994,2030,17.78,125,108,513.73,1,0
2024-06-14,Google Ads,Search & Shopping,synthetic,53755,1794,698.91,85,72,5329.12,1,0
2024-06-14,Meta Ads,Prospecting & Retargeting,synthetic,51569,1056,451.05,38,32,1860.72,0,0
2024-06-14,Email,Lifecycle,synthetic,21052,686,43.71,45,37,390.63,0,0
2024-06-14,Organic,Content & SEO,synthetic,31465,1652,16.14,95,84,354.56,0,0
2024-06-15,Google Ads,Search & Shopping,synthetic,33514,1097,572.35,55,41,2308.91,0,0
2024-06-15,Meta Ads,Prospecting & Retargeting,synthetic,41264,845,421.60,32,25,1235.24,0,0
2024-06-15,Email,Lifecycle,synthetic,26583,949,44.74,72,56,594.82,0,0
2024-06-15,Organic,Content & SEO,synthetic,34750,1787,17.45,97,74,428.62,0,0
2024-06-16,Google Ads,Search & Shopping,synthetic,30881,948,512.66,46,39,2083.13,0,0
2024-06-16,Meta Ads,Prospecting & Retargeting,synthetic,44606,986,427.78,35,30,1618.49,0,0
2024-06-16,Email,Lifecycle,synthetic,25797,926,48.45,72,56,542.29,0,0
2024-06-16,Organic,Content & SEO,synthetic,35740,1863,15.90,98,84,457.94,0,0
2024-06-17,Google Ads,Search & Shopping,synthetic,40779,1314,514.18,65,53,2534.72,0,0
2024-06-17,Meta Ads,Prospecting & Retargeting,synthetic,59898,1232,430.76,54,43,1906.25,0,0
2024-06-17,Email,Lifecycle,synthetic,20928,737,46.94,56,44,495.28,0,0
2024-06-17,Organic,Content & SEO,synthetic,27007,1385,16.85,87,74,360.83,0,0
2024-06-18,Google Ads,Search & Shopping,synthetic,44663,1456,525.24,67,54,13566.79,0,0
2024-06-18,Meta Ads,Prospecting & Retargeting,synthetic,53519,1062,409.19,38,33,1908.15,0,0
2024-06-18,Email,Lifecycle,synthetic,21920,835,48.07,56,48,489.94,0,0
2024-06-18,Organic,Content & SEO,synthetic,29785,1619,17.87,90,78,420.41,0,0
2024-06-19,Google Ads,Search & Shopping,synthetic,34726,1115,563.62,49,41,3121.60,0,0
2024-06-19,Meta Ads,Prospecting & Retargeting,synthetic,57758,1227,418.46,47,38,2206.79,0,0
2024-06-19,Email,Lifecycle,synthetic,24401,888,43.85,64,49,446.24,0,0
2024-06-19,Organic,Content & SEO,synthetic,27101,1427,17.22,78,63,310.87,0,0
2024-06-20,Google Ads,Search & Shopping,synthetic,45324,1371,537.57,67,59,3380.46,0,0
2024-06-20,Meta Ads,Prospecting & Retargeting,synthetic,50214,1064,454.97,38,31,1824.52,0,0
2024-06-20,Email,Lifecycle,synthetic,19945,696,47.62,52,40,462.03,0,0
2024-06-20,Organic,Content & SEO,synthetic,26546,1405,17.30,73,61,394.61,0,0
2024-06-21,Google Ads,Search & Shopping,synthetic,47815,1489,530.18,70,55,2799.57,0,0
2024-06-21,Meta Ads,Prospecting & Retargeting,synthetic,48036,1007,455.88,39,31,1892.02,0,0
2024-06-21,Email,Lifecycle,synthetic,28620,1027,57.62,83,66,815.48,1,0
2024-06-21,Organic,Content & SEO,synthetic,30576,1607,18.61,91,76,392.61,0,0
2024-06-22,Google Ads,Search & Shopping,synthetic,45041,1550,627.53,90,79,3462.45,1,0
2024-06-22,Meta Ads,Prospecting & Retargeting,synthetic,41861,866,450.30,32,28,1442.87,0,0
2024-06-22,Email,Lifecycle,synthetic,28548,987,50.56,69,58,664.72,0,0
2024-06-22,Organic,Content & SEO,synthetic,36556,1935,17.14,96,71,473.09,0,0
2024-06-23,Google Ads,Search & Shopping,synthetic,27973,947,542.49,44,37,2647.96,0,0
2024-06-23,Meta Ads,Prospecting & Retargeting,synthetic,45370,1010,464.33,37,29,1431.66,0,0
2024-06-23,Email,Lifecycle,synthetic,25421,903,53.89,64,51,761.74,0,0
2024-06-23,Organic,Content & SEO,synthetic,33234,1719,15.41,97,88,413.01,0,0
2024-06-24,Google Ads,Search & Shopping,synthetic,39255,1256,505.97,61,51,2667.84,0,0
2024-06-24,Meta Ads,Prospecting & Retargeting,synthetic,51356,1075,481.18,41,32,2146.47,0,0
2024-06-24,Email,Lifecycle,synthetic,20111,725,49.68,51,38,502.80,0,0
2024-06-24,Organic,Content & SEO,synthetic,37024,2080,20.60,134,113,510.61,1,0
2024-06-25,Google Ads,Search & Shopping,synthetic,41977,1374,538.62,59,46,2790.13,0,0
2024-06-25,Meta Ads,Prospecting & Retargeting,synthetic,60670,1244,425.46,49,42,2161.54,0,0
2024-06-25,Email,Lifecycle,synthetic,30060,1111,60.77,82,68,1003.20,1,0
2024-06-25,Organic,Content & SEO,synthetic,31003,1613,16.93,96,85,360.01,0,0
2024-06-26,Google Ads,Search & Shopping,synthetic,51266,1878,604.36,94,78,4289.80,1,0
2024-06-26,Meta Ads,Prospecting & Retargeting,synthetic,48146,1045,461.40,45,38,1840.17,0,0
2024-06-26,Email,Lifecycle,synthetic,22661,790,52.48,62,49,538.59,0,0
2024-06-26,Organic,Content & SEO,synthetic,28551,1443,16.76,75,69,344.73,0,0
2024-06-27,Google Ads,Search & Shopping,synthetic,43598,1347,536.55,62,54,3078.89,0,0
2024-06-27,Meta Ads,Prospecting & Retargeting,synthetic,50390,999,479.39,41,33,2203.88,0,0
2024-06-27,Email,Lifecycle,synthetic,21596,756,54.27,55,49,606.37,0,0
2024-06-27,Organic,Content & SEO,synthetic,27974,1512,16.10,89,76,354.58,0,0
2024-06-28,Google Ads,Search & Shopping,synthetic,39102,1266,533.83,59,46,2639.57,0,0
2024-06-28,Meta Ads,Prospecting & Retargeting,synthetic,42130,922,485.16,31,25,2125.51,0,0
2024-06-28,Email,Lifecycle,synthetic,22194,761,52.94,53,44,538.07,0,0
2024-06-28,Organic,Content & SEO,synthetic,25754,1330,15.72,70,57,305.19,0,0
2024-06-29,Google Ads,Search & Shopping,synthetic,32056,955,543.96,47,41,2154.73,0,0
2024-06-29,Meta Ads,Prospecting & Retargeting,synthetic,40561,814,468.70,34,29,1819.48,0,0
2024-06-29,Email,Lifecycle,synthetic,22349,823,50.07,63,49,508.35,0,0
2024-06-29,Organic,Content & SEO,synthetic,34038,1811,16.11,94,77,494.78,0,0
2024-06-30,Google Ads,Search & Shopping,synthetic,31181,1039,534.90,50,41,2202.22,0,0
2024-06-30,Meta Ads,Prospecting & Retargeting,synthetic,43296,893,502.40,33,27,1589.77,0,0
2024-06-30,Email,Lifecycle,synthetic,23882,828,51.81,63,50,649.19,0,0
2024-06-30,Organic,Content & SEO,synthetic,35020,1772,14.82,91,78,395.78,0,0
2024-07-01,Google Ads,Search & Shopping,synthetic,41140,1353,541.29,61,50,2810.32,0,0
2024-07-01,Meta Ads,Prospecting & Retargeting,synthetic,70195,1639,582.73,72,61,3430.79,1,0
2024-07-01,Email,Lifecycle,synthetic,18273,665,50.45,47,39,457.24,0,0
2024-07-01,Organic,Content & SEO,synthetic,28088,1392,16.46,74,60,378.91,0,0
2024-07-02,Google Ads,Search & Shopping,synthetic,42570,1383,555.92,63,53,2841.54,0,0
2024-07-02,Meta Ads,Prospecting & Retargeting,synthetic,49409,1023,488.82,40,33,1981.29,0,0
2024-07-02,Email,Lifecycle,synthetic,23494,837,50.27,59,50,592.02,0,0
2024-07-02,Organic,Content & SEO,synthetic,25368,1338,16.09,71,57,324.16,0,0
2024-07-03,Google Ads,Search & Shopping,synthetic,42214,1278,584.72,61,51,3032.82,0,0
2024-07-03,Meta Ads,Prospecting & Retargeting,synthetic,75728,1817,579.93,71,54,3410.44,1,0
2024-07-03,Email,Lifecycle,synthetic,21725,755,50.21,52,44,538.08,0,0
2024-07-03,Organic,Content & SEO,synthetic,26315,1308,14.42,77,68,294.30,0,0
2024-07-04,Google Ads,Search & Shopping,synthetic,34694,1114,549.84,58,50,2832.38,0,0
2024-07-04,Meta Ads,Prospecting & Retargeting,synthetic,52687,957,468.70,40,34,1766.55,0,0
2024-07-04,Email,Lifecycle,synthetic,17053,626,49.66,43,37,435.72,0,0
2024-07-04,Organic,Content & SEO,synthetic,29717,1602,14.40,95,70,314.85,0,0
2024-07-05,Google Ads,Search & Shopping,synthetic,38657,1259,613.11,56,49,2701.99,0,0
2024-07-05,Meta Ads,Prospecting & Retargeting,synthetic,51745,1125,488.79,45,39,2286.06,0,0
2024-07-05,Email,Lifecycle,synthetic,23648,769,49.02,53,46,562.38,0,0
2024-07-05,Organic,Content & SEO,synthetic,39991,2279,17.48,138,112,442.04,1,0
2024-07-06,Google Ads,Search & Shopping,synthetic,30266,912,581.97,44,37,2489.78,0,0
2024-07-06,Meta Ads,Prospecting & Retargeting,synthetic,43794,1001,457.56,35,28,1835.66,0,0
2024-07-06,Email,Lifecycle,synthetic,28261,990,44.17,68,56,634.34,0,0
2024-07-06,Organic,Content & SEO,synthetic,33872,1836,15.37,111,84,421.29,0,0
2024-07-07,Google Ads,Search & Shopping,synthetic,33735,1104,588.75,47,38,2521.57,0,0
2024-07-07,Meta Ads,Prospecting & Retargeting,synthetic,39996,833,479.81,30,22,1696.95,0,0
2024-07-07,Email,Lifecycle,synthetic,24633,929,49.34,66,55,601.51,0,0
2024-07-07,Organic,Content & SEO,synthetic,32221,1617,14.08,86,70,382.58,0,0
2024-07-08,Google Ads,Search & Shopping,synthetic,44127,1368,582.59,62,49,2982.50,0,0
2024-07-08,Meta Ads,Prospecting & Retargeting,synthetic,51872,1090,479.35,41,37,2111.19,0,0
2024-07-08,Email,Lifecycle,synthetic,19407,693,43.68,55,45,424.32,0,0
2024-07-08,Organic,Content & SEO,synthetic,27916,1482,14.28,82,65,281.19,0,0
2024-07-09,Google Ads,Search & Shopping,synthetic,43821,1453,585.85,66,56,3178.48,0,0
2024-07-09,Meta Ads,Prospecting & Retargeting,synthetic,51592,1143,428.85,45,36,1976.48,0,0
2024-07-09,Email,Lifecycle,synthetic,22336,800,45.96,56,46,459.35,0,0
2024-07-09,Organic,Content & SEO,synthetic,25642,1340,15.74,74,60,281.08,0,0
2024-07-10,Google Ads,Search & Shopping,synthetic,38598,1366,592.51,74,69,2738.88,0,0
2024-07-10,Meta Ads,Prospecting & Retargeting,synthetic,53806,1203,477.69,41,36,2149.29,0,0
2024-07-10,Email,Lifecycle,synthetic,18987,677,44.91,55,47,440.68,0,0
2024-07-10,Organic,Content & SEO,synthetic,38007,2290,17.38,151,121,487.43,1,0
2024-07-11,Google Ads,Search & Shopping,synthetic,45005,1405,593.13,60,47,3839.67,0,0
2024-07-11,Meta Ads,Prospecting & Retargeting,synthetic,53145,1069,455.68,44,38,1860.39,0,0
2024-07-11,Email,Lifecycle,synthetic,21780,760,45.53,60,52,501.18,0,0
2024-07-11,Organic,Content & SEO,synthetic,25291,1290,14.63,70,60,293.20,0,0
2024-07-12,Google Ads,Search & Shopping,synthetic,37839,1199,579.57,51,40,3165.55,0,0
2024-07-12,Meta Ads,Prospecting & Retargeting,synthetic,52664,1107,445.27,41,35,2175.16,0,0
2024-07-12,Email,Lifecycle,synthetic,21078,680,47.04,46,39,458.61,0,0
2024-07-12,Organic,Content & SEO,synthetic,35027,1980,19.05,115,93,447.06,1,0
2024-07-13,Google Ads,Search & Shopping,synthetic,30643,1016,540.06,46,36,2247.76,0,0
2024-07-13,Meta Ads,Prospecting & Retargeting,synthetic,42626,944,439.06,34,28,1786.48,0,0
2024-07-13,Email,Lifecycle,synthetic,20924,694,40.69,48,39,465.22,0,0
2024-07-13,Organic,Content & SEO,synthetic,35258,1859,14.97,100,76,409.69,0,0
2024-07-14,Google Ads,Search & Shopping,synthetic,32331,1039,548.94,50,39,2142.63,0,0
2024-07-14,Meta Ads,Prospecting & Retargeting,synthetic,37700,793,440.32,32,26,1279.23,0,0
2024-07-14,Email,Lifecycle,synthetic,35173,1387,54.00,117,95,1029.83,1,0
2024-07-14,Organic,Content & SEO,synthetic,51342,3240,19.27,206,166,736.66,1,0
2024-07-15,Google Ads,Search & Shopping,synthetic,36322,1123,562.11,49,44,2461.82,0,0
2024-07-15,Meta Ads,Prospecting & Retargeting,synthetic,77109,1653,497.33,71,63,2904.42,1,0
2024-07-15,Email,Lifecycle,synthetic,20783,785,43.92,56,45,440.00,0,0
2024-07-15,Organic,Content & SEO,synthetic,29506,1488,15.19,83,64,320.62,0,0
2024-07-16,Google Ads,Search & Shopping,synthetic,41295,1326,561.77,69,54,2624.35,0,0
2024-07-16,Meta Ads,Prospecting & Retargeting,synthetic,57744,1245,435.72,54,45,2100.49,0,0
2024-07-16,Email,Lifecycle,synthetic,20589,727,44.02,50,43,437.56,0,0
2024-07-16,Organic,Content & SEO,synthetic,25969,1263,16.93,71,60,316.64,0,0
2024-07-17,Google Ads,Search & Shopping,synthetic,42657,1227,561.43,58,48,3302.91,0,0
2024-07-17,Meta Ads,Prospecting & Retargeting,synthetic,51699,1074,432.96,35,29,1921.94,0,0
2024-07-17,Email,Lifecycle,synthetic,19796,671,45.77,53,45,497.61,0,0
2024-07-17,Organic,Content & SEO,synthetic,26011,1253,16.51,65,53,348.77,0,0
2024-07-18,Google Ads,Search & Shopping,synthetic,47142,1527,524.70,73,57,2498.86,0,0
2024-07-18,Meta Ads,Prospecting & Retargeting,synthetic,50081,1065,441.81,42,35,1578.14,0,0
2024-07-18,Email,Lifecycle,synthetic,20272,673,44.08,50,37,399.43,0,0
2024-07-18,Organic,Content & SEO,synthetic,23678,1280,16.03,62,49,299.70,0,0
2024-07-19,Google Ads,Search & Shopping,synthetic,43161,1363,521.16,65,54,3058.65,0,0
2024-07-19,Meta Ads,Prospecting & Retargeting,synthetic,48253,1011,428.48,35,26,1893.77,0,0
2024-07-19,Email,Lifecycle,synthetic,19389,721,46.54,49,44,453.84,0,0
2024-07-19,Organic,Content & SEO,synthetic,28734,1574,16.59,86,65,342.38,0,0
2024-07-20,Google Ads,Search & Shopping,synthetic,30123,911,513.69,40,31,1991.97,0,0
2024-07-20,Meta Ads,Prospecting & Retargeting,synthetic,53112,1221,514.59,50,43,2250.23,1,0
2024-07-20,Email,Lifecycle,synthetic,23369,811,48.03,57,45,619.67,0,0
2024-07-20,Organic,Content & SEO,synthetic,35545,1892,16.94,102,79,403.29,0,0
2024-07-21,Google Ads,Search & Shopping,synthetic,28700,880,494.78,42,34,2022.08,0,0
2024-07-21,Meta Ads,Prospecting & Retargeting,synthetic,40696,815,467.15,29,23,1488.48,0,0
2024-07-21,Email,Lifecycle,synthetic,22558,786,48.66,66,54,547.22,0,0
2024-07-21,Organic,Content & SEO,synthetic,31566,1547,16.78,85,74,453.75,0,0
2024-07-22,Google Ads,Search & Shopping,synthetic,38689,1237,535.92,63,51,2580.56,0,0
2024-07-22,Meta Ads,Prospecting & Retargeting,synthetic,47616,1002,432.18,40,34,1753.76,0,0
2024-07-22,Email,Lifecycle,synthetic,20773,722,51.45,50,39,480.15,0,0
2024-07-22,Organic,Content & SEO,synthetic,25563,1373,16.81,70,53,300.71,0,0
2024-07-23,Google Ads,Search & Shopping,synthetic,36420,1203,500.88,53,42,2173.00,0,0
2024-07-23,Meta Ads,Prospecting & Retargeting,synthetic,47424,979,445.24,40,34,1866.49,0,0
2024-07-23,Email,Lifecycle,synthetic,21621,728,48.43,53,43,470.71,0,0
2024-07-23,Organic,Content & SEO,synthetic,24899,1353,17.57,72,59,352.19,0,0
2024-07-24,Google Ads,Search & Shopping,synthetic,39191,1279,523.45,67,52,2879.40,0,0
2024-07-24,Meta Ads,Prospecting & Retargeting,synthetic,45908,881,423.13,34,27,1766.79,0,0
2024-07-24,Email,Lifecycle,synthetic,18547,590,52.99,45,36,513.43,0,0
2024-07-24,Organic,Content & SEO,synthetic,32635,1879,20.87,104,78,504.20,1,0
2024-07-25,Google Ads,Search & Shopping,synthetic,44294,1475,540.75,73,63,2495.18,0,0
2024-07-25,Meta Ads,Prospecting & Retargeting,synthetic,47732,981,472.06,39,32,1978.10,0,0
2024-07-25,Email,Lifecycle,synthetic,20484,684,54.32,45,36,636.20,0,0
2024-07-25,Organic,Content & SEO,synthetic,28669,1481,17.38,74,64,308.84,0,0
2024-07-26,Google Ads,Search & Shopping,synthetic,38077,1271,534.08,57,48,2521.90,0,0
2024-07-26,Meta Ads,Prospecting & Retargeting,synthetic,55321,1178,468.41,47,36,2182.41,0,0
2024-07-26,Email,Lifecycle,synthetic,18815,689,53.69,53,44,525.46,0,0
2024-07-26,Organic,Content & SEO,synthetic,24440,1176,16.08,62,56,318.56,0,0
2024-07-27,Google Ads,Search & Shopping,synthetic,32210,961,538.05,43,39,1951.56,0,0
2024-07-27,Meta Ads,Prospecting & Retargeting,synthetic,33870,696,478.51,26,19,1519.75,0,0
2024-07-27,Email,Lifecycle,synthetic,24945,893,56.45,60,48,658.74,0,0
2024-07-27,Organic,Content & SEO,synthetic,39123,2316,20.13,147,126,524.85,1,0
2024-07-28,Google Ads,Search & Shopping,synthetic,44846,1523,666.52,83,65,3616.11,1,0
2024-07-28,Meta Ads,Prospecting & Retargeting,synthetic,33838,744,467.78,27,25,1227.52,0,0
2024-07-28,Email,Lifecycle,synthetic,22693,792,51.20,57,48,645.32,0,0
2024-07-28,Organic,Content & SEO,synthetic,30543,1500,16.80,85,67,384.49,0,0
2024-07-29,Google Ads,Search & Shopping,synthetic,36063,1166,601.48,55,47,3027.06,0,0
2024-07-29,Meta Ads,Prospecting & Retargeting,synthetic,67968,1652,551.59,72,63,3287.53,1,0
2024-07-29,Email,Lifecycle,synthetic,18068,644,49.61,39,34,487.03,0,0
2024-07-29,Organic,Content & SEO,synthetic,25976,1365,16.26,77,66,310.80,0,0
2024-07-30,Google Ads,Search & Shopping,synthetic,39380,1224,562.24,59,51,2936.77,0,0
2024-07-30,Meta Ads,Prospecting & Retargeting,synthetic,53517,1101,491.90,42,34,2093.83,0,0
2024-07-30,Email,Lifecycle,synthetic,17286,538,53.31,36,31,423.50,0,0
2024-07-30,Organic,Content & SEO,synthetic,23090,1178,15.87,58,49,300.55,0,0
2024-07-31,Google Ads,Search & Shopping,synthetic,41922,1285,624.38,62,49,3261.23,0,0
2024-07-31,Meta Ads,Prospecting & Retargeting,synthetic,51065,1017,480.04,36,30,2015.18,0,0
2024-07-31,Email,Lifecycle,synthetic,17895,580,50.12,41,33,435.26,0,0
2024-07-31,Organic,Content & SEO,synthetic,24656,1290,15.51,73,61,274.34,0,0
2024-08-01,Google Ads,Search & Shopping,synthetic,33337,1074,560.28,53,44,2453.29,0,0
2024-08-01,Meta Ads,Prospecting & Retargeting,synthetic,53907,1077,505.16,38,31,2174.67,0,0
2024-08-01,Email,Lifecycle,synthetic,20489,702,51.61,44,34,523.58,0,0
2024-08-01,Organic,Content & SEO,synthetic,23343,1214,14.92,71,60,267.98,0,0
2024-08-02,Google Ads,Search & Shopping,synthetic,54584,1956,719.11,103,82,4832.68,1,0
2024-08-02,Meta Ads,Prospecting & Retargeting,synthetic,47639,1056,505.93,40,32,1882.47,0,0
2024-08-02,Email,Lifecycle,synthetic,19121,657,50.04,49,40,432.43,0,0
2024-08-02,Organic,Content & SEO,synthetic,24566,1290,15.72,70,59,319.56,0,0
2024-08-03,Google Ads,Search & Shopping,synthetic,27452,914,601.07,46,37,2235.21,0,0
2024-08-03,Meta Ads,Prospecting & Retargeting,synthetic,37862,799,503.89,32,25,1517.24,0,0
2024-08-03,Email,Lifecycle,synthetic,20581,702,51.58,49,40,541.54,0,0
2024-08-03,Organic,Content & SEO,synthetic,28755,1515,15.30,86,68,322.34,0,0
2024-08-04,Google Ads,Search & Shopping,synthetic,28063,915,634.84,45,39,2118.79,0,0
2024-08-04,Meta Ads,Prospecting & Retargeting,synthetic,42024,942,490.72,35,28,1821.69,0,0
2024-08-04,Email,Lifecycle,synthetic,21140,727,47.18,51,41,534.27,0,0
2024-08-04,Organic,Content & SEO,synthetic,29599,1583,15.86,82,68,372.97,0,0
2024-08-05,Google Ads,Search & Shopping,synthetic,36741,1223,583.62,59,50,2967.01,0,0
2024-08-05,Meta Ads,Prospecting & Retargeting,synthetic,50872,1082,483.37,37,31,2114.87,0,0
2024-08-05,Email,Lifecycle,synthetic,19980,729,47.14,50,41,412.66,0,0
2024-08-05,Organic,Content & SEO,synthetic,25036,1278,15.44,68,59,291.20,0,0
2024-08-06,Google Ads,Search & Shopping,synthetic,34990,1101,615.95,54,44,2915.17,0,0
2024-08-06,Meta Ads,Prospecting & Retargeting,synthetic,49692,1014,483.55,34,27,2147.91,0,0
2024-08-06,Email,Lifecycle,synthetic,18889,656,47.59,49,40,480.90,0,0
2024-08-06,Organic,Content & SEO,synthetic,23706,1195,15.17,66,59,276.23,0,0
2024-08-07,Google Ads,Search & Shopping,synthetic,34921,1094,605.07,52,42,2838.96,0,0
2024-08-07,Meta Ads,Prospecting & Retargeting,synthetic,46123,958,477.92,37,31,1984.20,0,0
2024-08-07,Email,Lifecycle,synthetic,17313,561,42.58,41,34,437.89,0,0
2024-08-07,Organic,Content & SEO,synthetic,23822,1298,15.56,67,59,288.21,0,0
2024-08-08,Google Ads,Search & Shopping,synthetic,38575,1312,642.22,56,44,3329.38,0,0
2024-08-08,Meta Ads,Prospecting & Retargeting,synthetic,48836,994,443.79,38,32,1826.08,0,0
2024-08-08,Email,Lifecycle,synthetic,19878,636,46.78,48,40,408.91,0,0
2024-08-08,Organic,Content & SEO,synthetic,25732,1371,15.64,72,62,324.24,0,0
2024-08-09,Google Ads,Search & Shopping,synthetic,31837,985,574.25,49,41,2920.63,0,0
2024-08-09,Meta Ads,Prospecting & Retargeting,synthetic,39777,862,430.79,35,27,1542.25,0,0
2024-08-09,Email,Lifecycle,synthetic,27507,1043,54.71,74,61,738.16,1,0
2024-08-09,Organic,Content & SEO,synthetic,20768,1131,14.72,59,47,285.95,0,0
2024-08-10,Google Ads,Search & Shopping,synthetic,27840,919,568.64,42,36,2256.71,0,0
2024-08-10,Meta Ads,Prospecting & Retargeting,synthetic,35352,727,455.13,27,21,1446.68,0,0
2024-08-10,Email,Lifecycle,synthetic,19914,720,44.20,48,40,476.66,0,0
2024-08-10,Organic,Content & SEO,synthetic,37504,2073,17.20,141,115,518.42,1,0
2024-08-11,Google Ads,Search & Shopping,synthetic,30685,1029,538.45,45,36,2067.49,0,0
2024-08-11,Meta Ads,Prospecting & Retargeting,synthetic,40445,880,436.94,37,32,1363.29,0,0
2024-08-11,Email,Lifecycle,synthetic,20134,699,44.87,48,41,552.13,0,0
2024-08-11,Organic,Content & SEO,synthetic,34642,1826,15.69,97,76,370.05,0,0
2024-08-12,Google Ads,Search & Shopping,synthetic,34821,1099,573.99,51,41,2705.77,0,0
2024-08-12,Meta Ads,Prospecting & Retargeting,synthetic,36946,730,419.05,28,23,1630.08,0,0
2024-08-12,Email,Lifecycle,synthetic,18390,663,46.78,47,35,471.23,0,0
2024-08-12,Organic,Content & SEO,synthetic,26027,1353,15.24,75,64,272.03,0,0
2024-08-13,Google Ads,Search & Shopping,synthetic,36407,1137,557.31,49,37,2553.45,0,0
2024-08-13,Meta Ads,Prospecting & Retargeting,synthetic,41622,919,448.61,35,31,1567.20,0,0
2024-08-13,Email,Lifecycle,synthetic,17076,615,43.50,45,38,366.38,0,0
2024-08-13,Organic,Content & SEO,synthetic,23312,1230,16.43,65,54,268.83,0,0
2024-08-14,Google Ads,Search & Shopping,synthetic,37553,1206,528.69,55,51,2522.81,0,0
2024-08-14,Meta Ads,Prospecting & Retargeting,synthetic,45011,1007,426.37,37,28,1650.76,0,0
2024-08-14,Email,Lifecycle,synthetic,24509,956,57.69,80,71,676.89,1,0
2024-08-14,Organic,Content & SEO,synthetic,22558,1171,15.80,63,51,252.46,0,0
2024-08-15,Google Ads,Search & Shopping,synthetic,39882,1164,544.91,48,40,2890.12,0,1
2024-08-15,Meta Ads,Prospecting & Retargeting,synthetic,67830,1538,517.24,65,55,2999.39,1,1
2024-08-15,Email,Lifecycle,synthetic,32628,1206,59.89,99,84,1047.50,1,1
2024-08-15,Organic,Content & SEO,synthetic,29769,1472,16.96,91,72,362.23,0,1
2024-08-16,Google Ads,Search & Shopping,synthetic,31400,920,554.36,43,36,2172.25,0,0
2024-08-16,Meta Ads,Prospecting & Retargeting,synthetic,47313,967,405.82,36,31,1582.90,0,0
2024-08-16,Email,Lifecycle,synthetic,15938,575,47.87,40,31,436.21,0,0
2024-08-16,Organic,Content & SEO,synthetic,22311,1154,16.87,63,51,298.90,0,0
